"EMAIL","FIRST_NAME","LAST_NAME","ADDRESS_LINE_1","ADDRESS_LINE_2","CITY","STATE_PROVINCE_REGION","POSTAL_CODE","COUNTRY","ALTERNATE_EMAILS","PHONE_NUMBER","WHATSAPP","LINE","FACEBOOK","UNIQUE_NAME","CREATED_AT","UPDATED_AT","CONTACT_ID","ProfileSubmitDate","DocumentReceived","CBFinAidID","PreferredName","AwardYear","AwardYearText","IDOCEnabled","OrganizationName","ProfileFileAvailable","PHONE_NUMBER_ID","EXTERNAL_ID","ANONYMOUS_ID"
"kbmay31test2@yopmail.com","KBMay31Test2","KBMay31Test2",,,,,,,,,,,,,"2024-05-31T18:00:07Z","2024-06-21T15:30:37Z","6ca1b4dc-527d-48f8-ae66-6c1333a9e60a",,,"ZAARS9H","KBMay31Test2","2026","2025-26","Y",,,,,
"b14989-first26@yopmail.com","Mark","B14989-First26",,,,,,,,,,,,,"2024-04-30T17:00:05Z","2024-06-21T15:30:37Z","cb972b70-b8d0-4d5f-9bd5-3918e68ccf5a",,"2024-04-05T04:00:00Z","ZAARSH5","Mark","2026","2025-26","Y",,,,,
"b15219-1@yopmail.com","Mark","B15219-1",,,,,,,,,,,,,"2024-05-30T14:30:07Z","2024-06-21T15:30:37Z","51e004a9-21f2-49d8-a6f0-37d5c1d654e8",,,"ZAARS93","Mark","2026","2025-26","Y",,,,,
"b14894-5@yopmail.com","Mark","B14894-5",,,,,,,,,,,,,"2024-05-04T10:00:05Z","2024-05-04T10:00:35Z","5c918055-5957-430f-943b-6dcbde165693",,,"ZAARS8D",,"2026","2025-26",,,,,,
"max2@yopmail.com","Mom","Acorn",,,,,,,,,,,,,"2024-07-01T15:17:08Z","2024-07-02T09:18:30Z","11816ffc-cd34-452b-817b-9e5c258899f4","2024-07-01T15:21:25Z",,"ZAARSLK","maxthe2","2026","2025-26","Y",,,,,
"anaboard@yopmail.com","Ana","Board",,,,,,,,,,,,,"2024-06-05T17:20:04Z","2024-06-21T17:18:51Z","6f1b680d-5fb5-46da-a510-d83b0dc3d482",,"2024-06-20T04:00:00Z","ZAARS9U","Ana","2026","2025-26","Y",,,,,
"b15008-inas2@yopmail.com","Mark","B15008-Inas2",,,,,,,,,,,,,"2024-07-22T20:15:05Z","2024-07-23T13:19:21Z","57aedaf0-e7ff-43f7-8606-3c25fbc7b5b0","2024-07-22T20:12:09Z",,"ZAARSND","Mark","2026","2025-26","Y",,,,,
"b15062-1@yopmail.com","Mark","B15062-1",,,,,,,,,,,,,"2024-06-14T16:21:41Z","2024-06-21T17:18:51Z","abb1c145-62e8-42d8-a11b-4ccce31d9f67","2024-06-14T16:18:43Z","2024-06-14T04:00:00Z","ZAARSJY","Mark","2026","2025-26","Y",,,,,
"b14916-1a@yopmail.com","Mark","B14916-1",,,,,,,,,,,,,"2024-05-25T10:03:43Z","2024-08-22T13:42:45Z","d9084c82-4a2f-49e8-b419-385c9d0764ed",,,"ZAARSIX","Mark","2026","2025-26",,,,,,
"firstindep@yopmail.com","Mom","Acorn",,,,,,,,,,,,,"2024-07-22T15:30:05Z","2024-07-22T15:30:36Z","891a6944-8cb0-4e7d-82ea-1bb6f2cedc6b",,,"ZAAR9Q3","FirstIndep","2026","2025-26","Y",,,,,
"b14967-1@yopmail.com","Mark","B14967-1",,,,,,,,,,,,,"2024-04-30T17:00:05Z","2024-06-21T15:30:37Z","d38ae52c-c82e-4138-8bb5-b0a42cdb17a3",,,"ZAARS7X","MW","2026","2025-26","Y",,,,,
"emmaboard@yopmail.com","Emma","Board",,,,,,,,,,,,,"2024-06-05T18:40:04Z","2024-06-21T15:30:38Z","2eba3841-09ed-4ac3-a56e-d0faeee74a1e",,,"ZAAR9VJ","Emma","2026","2025-26","Y",,,,,
"mkramcbquestions@yopmail.com","qtest","Qtest",,,,,,,,,,,,,"2024-08-06T18:33:40Z","2024-08-07T16:19:05Z","60738a90-a914-4c17-a0be-2357f81dc188","2024-08-07T15:14:36Z",,"ZAARSP3","qtestpref","2026","2025-26","Y",,,,,
"kbjune11test3@yopmail.com","KBJune11Test3","KBJune11Test3",,,,,,,,,,,,,"2024-06-11T19:04:08Z","2024-06-21T15:30:37Z","9a896c78-b64e-4ad6-8182-3f4997fa49a1","2024-06-11T19:03:02Z",,"ZAARSJP","KBJune11PreferredTest3","2026","2025-26","Y",,,,,
"b14940-2@yopmail.com","Mark","B14940-2",,,,,,,,,,,,,"2024-04-30T17:00:05Z","2024-06-21T15:30:37Z","8bc34ac1-c62d-4355-80a2-82a0ee46a458",,,"ZAARSHN","Mark","2026","2025-26","Y",,,,,
"b14908@yopmail.com","Mark","B14908",,,,,,,,,,,,,"2024-06-04T10:03:47Z","2024-07-15T23:18:25Z","7f3f37a5-b7cf-4617-a10a-4a9d118add2d","2024-07-09T17:32:15Z",,"ZAARS9N","Mark","2026","2025-26",,,,,,
"b14897-1@yopmail.com","Mark","B14897-1",,,,,,,,,,,,,"2024-07-23T18:04:41Z","2024-07-23T20:18:46Z","9c7cfb29-ba3c-4e84-a263-467993e6c26a","2024-07-23T18:05:31Z",,"ZAARSN4","Mark","2026","2025-26",,,,,,
"frankfeeacorn@yopmail.com","Frank","Acorn",,,,,,,,,,,,,"2024-06-26T19:00:05Z","2024-06-26T19:00:35Z","97b68cd6-7ef2-4043-a294-da710f579dc9",,,"ZAARSLB","Frank","2026","2025-26","Y",,,,,
"gaff1@yopmail.com","Eric","Gaff1",,,,,,,,,,,,,"2024-06-13T01:30:07Z","2024-06-21T15:30:37Z","97429e6a-8e3d-4afe-9376-1845c306ebd9","2024-06-13T01:28:26Z",,"ZAARSJS","Eric","2026","2025-26","Y",,,,,
"ethelboard@yopmail.com","Ethel","Board",,,,,,,,,,,,,"2024-05-31T16:50:05Z","2024-06-21T17:18:51Z","4c57a5c0-d6fd-4cd2-a882-ac3ccb10f686",,"2024-06-20T04:00:00Z","ZAARS9F","Ethel","2026","2025-26","Y",,,,,
"firstfreshrestrict@yopmail.com","Dad","Acorn",,,,,,,,,,,,,"2024-07-22T15:30:05Z","2024-07-22T15:30:36Z","adf85a55-6ddd-4e24-8f86-8c3979c24197",,,"ZAAR9Q4","FirstFreshRestrict","2026","2025-26","Y",,,,,
"mkram6192@yopmail.com","mktest2","Mktest2",,,,,,,,,,,,,"2024-06-19T15:34:11Z","2024-06-21T15:30:37Z","93b6b324-f287-4f52-a67f-0f743a02311d","2024-06-19T15:32:50Z",,"ZAARSK8","mktest2","2026","2025-26","Y",,,,,
"b14958-4cor@yopmail.com","Mark","B14958-4Cor",,,,,,,,,,,,,"2024-04-30T17:00:05Z","2024-06-21T15:30:37Z","d5d568c8-c280-47b0-a0b0-0b6249ffdb97",,,"ZAARSHX","Mark","2026","2025-26","Y",,,,,
"d6927-1@yopmail.com","Mark","D6927-1",,,,,,,,,,,,,"2024-06-18T16:45:06Z","2024-06-21T15:30:37Z","105029ba-7c2f-4a65-9cc3-2c32277a8160",,,"ZAARSKE","Mark","2026","2025-26","Y",,,,,
"b14925-2@yopmail.com","Mark","B14925-2",,,,,,,,,,,,,"2024-05-20T18:40:03Z","2024-06-21T15:30:37Z","453a06fe-4310-4362-866d-e7d6ee624832",,,"ZAARSI9","Mark","2026","2025-26","Y",,,,,
"kbjune4testing@yopmail.com","KBJune4Testing","KBJune4Testing",,,,,,,,,,,,,"2024-05-04T10:00:05Z","2024-05-04T10:00:35Z","45e6fb4e-a0f5-4886-a8bb-fbe4d08db889",,,"ZAARS8Q",,"2026","2025-26",,,,,,
"b15190-3@yopmail.com","Mark","B15190-3",,,,,,,,,,,,,"2024-05-23T20:10:03Z","2024-06-21T15:30:37Z","8b8dda72-bae4-4647-9097-f2fbf61c42fe",,,"ZAARSIW","Mark","2026","2025-26","Y",,,,,
"b14894-2@yopmail.com","Mark","B14894-2",,,,,,,,,,,,,"2024-05-04T10:00:05Z","2024-08-22T13:42:45Z","9cefac74-f928-4f58-b239-c61b2e56a6e4",,,"ZAARS81","Mark","2026","2025-26",,,,,,
"b15013a@yopmail.com","Mark","B15013",,,,,,,,,,,,,"2024-08-05T21:03:10Z","2024-08-06T18:18:54Z","a0edb65d-2629-49b0-8236-b9bbffcdab36","2024-08-06T16:20:14Z",,"ZAARSP2","Mark","2026","2025-26",,,,,,
"b14916-2a@yopmail.com","Mark","B14916-2",,,,,,,,,,,,,"2024-05-25T10:03:43Z","2024-08-22T13:42:45Z","639af99d-b3ab-4a31-8b8a-74ed0d93ce74",,,"ZAARSIY","Mark","2026","2025-26",,,,,,
"domesticentering@yopmail.com","domesticentering","Acorn",,,,,,,,,,,,,"2024-08-20T15:10:04Z","2024-08-20T15:10:34Z","1a01efc4-0080-43e1-9dba-507400c82fda",,,"ZAARSQB","domesticentering","2026","2025-26","Y",,,,,
"b14958-3h@yopmail.com","Mark","B14958-3h",,,,,,,,,,,,,"2024-04-30T17:00:05Z","2024-06-21T15:30:37Z","013dff12-b846-4cd3-96b9-78686c43c3b4",,,"ZAARSHV","Mark","2026","2025-26","Y",,,,,
"mkram6242@yopmail.com","mktest5","mktest5",,,,,,,,,,,,,"2024-06-24T19:10:04Z","2024-06-25T03:18:26Z","3f1f40eb-1bdb-44e6-92d5-a4fd8c98c869","2024-06-24T18:59:02Z",,"ZAARSKS","mktest5","2026","2025-26",,,,,,
"b14849-a@yopmail.com","Mark","B14849",,,,,,,,,,,,,"2024-05-31T19:20:04Z","2024-06-21T15:30:37Z","fbac0403-dc65-495b-a937-e4e1909f706d",,,"ZAARS99","Mark","2026","2025-26","Y",,,,,
"mintlgb@yopmail.com","mintlgb","Mintlgb",,,,,,,,,,,,,"2024-07-24T13:33:10Z","2024-07-24T14:00:36Z","4f7742a9-6e94-4522-aec5-d950a39b97e8",,,"ZAARSN7","mintlgb","2026","2025-26","Y",,,,,
"b14984-h3@yopmail.com","Mark","B14984-H3",,,,,,,,,,,,,"2024-05-04T10:00:05Z","2024-08-22T13:42:45Z","ad6c50ad-d80f-4d39-afb5-d65301545bf7",,,"ZAARS8L","Mark","2026","2025-26",,,,,,
"stest79@yopmail.com","Student","Test79",,,,,,,,,,,,,"2024-05-22T10:03:42Z","2024-08-22T13:42:45Z","2a2efea6-edd2-4a4d-9896-f269d35bb6b0",,,"ZAARSIP","Stu","2026","2025-26",,,,,,
"stest91@yopmail.com","Test91","Last91",,,,,,,,,,,,,"2024-07-25T17:33:42Z","2024-08-02T01:18:14Z","a7d0baa2-b6b0-403d-b27c-c17061c5ba71","2024-08-01T17:24:04Z",,"ZAARSN9","Test91","2026","2025-26",,,,,,
"document1@yopmail.com","Eric","Document1",,,,,,,,,,,,,"2024-06-07T12:10:04Z","2024-06-21T15:30:37Z","5dc2311e-35f3-4d6a-8002-52ecd3c98f10",,,"ZAARSJ4","Eric","2026","2025-26","Y",,,,,
"b14940-1@yopmail.com","Mark","B14940-1",,,,,,,,,,,,,"2024-04-30T17:00:05Z","2024-06-21T15:30:37Z","cf71f30f-49b7-43b5-9919-462101544d43",,,"ZAARSH9","Mark","2026","2025-26","Y",,,,,
"2526indep-1@yopmail.com","Mark","2526Indep-1",,,,,,,,,,,,,"2024-05-21T10:03:14Z","2024-05-21T10:03:44Z","1b27a800-d4d6-45de-8400-90f481ee382e",,,"ZAARSIJ",,"2026","2025-26",,,,,,
"testdicodes@yopmail.com","T","t",,,,,,,,,,,,,"2024-05-04T10:00:05Z","2024-08-22T13:42:45Z","005bd6f6-9d0a-476c-a11b-480966e9e9ee",,,"ZAARSHI","T","2026","2025-26",,,,,,
"mkram619@yopmail.com","mktest","Mktest",,,,,,,,,,,,,"2024-06-19T14:33:10Z","2024-06-21T15:30:37Z","3861ca45-01e6-4431-a5f7-994a2f92f704","2024-06-19T14:55:51Z",,"ZAARSKH","mktest","2026","2025-26","Y",,,,,
"returnstu@yopmail.com","Mom","Acorn",,,,,,,,,,,,,"2024-07-22T15:30:05Z","2024-07-22T15:30:36Z","3e38c9e7-f8f0-48b1-bb6d-b0e03bc2d23b",,,"ZAAR9Q2","Returnstu","2026","2025-26","Y",,,,,
